"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"6110","Sea and coastal water transport","483113","Coastal and Great Lakes Freight Transportation","coastal waters and great lakes freight transportation (NOTE: Includes transportation across deep water between domestic, protectorate, or territorial ports-also includes ship chartering with crew)"
"6110","Sea and coastal water transport","483114","Coastal and Great Lakes Passenger Transportation","coastal waters and great lakes passenger transportation (NOTE: included transportation across deep water between domestic, protectorate, or territorial ports-also includes ship chartering with crew)"
"6110","Sea and coastal water transport","487210","Scenic and Sightseeing Transportation, Water","sea and coastal sightseeing water transportation (charter fishing boats with crew, whale watching cruises, etc.)"
"6120","Inland water transport","483211","Inland Water Freight Transportation","inland water freight transportation"
"6120","Inland water transport","483212","Inland Water Passenger Transportation","inland water passenger transportation"
"6120","Inland water transport","487210","Scenic and Sightseeing Transportation, Water","inland water sightseeing transportation"
"6210","Scheduled air transport","481111","Scheduled Passenger Air Transportation","scheduled passenger air transportation (includes combination passenger and freight carriers)"
"6210","Scheduled air transport","481112","Scheduled Freight Air Transportation","scheduled freight air transportation"
"6220","Non-scheduled air transport","481111","Scheduled Passenger Air Transportation","scheduled charter airlines"
"6220","Non-scheduled air transport","481211","Nonscheduled Chartered Passenger Air Transportation","nonscheduled passenger air transportation (including combination passenger/freight)"
"6220","Non-scheduled air transport","481212","Nonscheduled Chartered Freight Air Transportation","nonscheduled freight air transportation, private space transportation of freight"
"6220","Non-scheduled air transport","481219","Other Nonscheduled Air Transportation","including using general aircraft for a variety of specialty air and flying services"
"6220","Non-scheduled air transport","487990","Scenic and Sightseeing Transportation, Other","scheduled sightseeing air transportation (helicopter, hot air balloon, etc), nonscheduled sightseeing transportation"
"6220","Non-scheduled air transport","488999","All Other Support Activities for Transportation","nongovernment space flight operations centers not providing space transportation"
"6301","Cargo handling","488119","Other Airport Operations","baggage or cargo handling on a contract basis at airports"
"6301","Cargo handling","488210","Support Activities for Rail Transportation","loading and unloading rail cars, shunting trailers, contract basis at rail yards "
"6301","Cargo handling","488320","Marine Cargo Handling","stevedoring"
"6301","Cargo handling","488490","Other Support Activities for Road Transportation","loading and unloading trucks at terminals"
"6302","Storage and warehousing","493110","General Warehousing and Storage","warehousing and storage (not specialized to a particular bulk product)"
"6302","Storage and warehousing","493120","Refrigerated Warehousing and Storage","refrigerated warehousing and storage"
"6302","Storage and warehousing","493130","Farm Product Warehousing and Storage","farm product warehouses, storage grain elevators"
"6302","Storage and warehousing","493190","Other Warehousing and Storage","specialized warehousing and storage facilities (whiskey warehouses, lumber terminals, bulk petroleum storage for example), safe deposit companies"
"6303","Other supporting transport activities","488111","Air Traffic Control","air traffic control services"
"6303","Other supporting transport activities","488119","Other Airport Operations","operating airports"
"6303","Other supporting transport activities","488190","Other Support Activities for Air Transportation","other services, such as aircraft testing services"
"6303","Other supporting transport activities","488210","Support Activities for Rail Transportation","independent trail terminals, other supporting services for railroads such as maintenance of railroad rights-of-way"
"6303","Other supporting transport activities","488310","Port and Harbor Operations","operation of ports and harbors, canals, piers, and similar marine facilities including lighthouse operation"
"6303","Other supporting transport activities","488330","Navigational Services to Shipping","navigational services (pilot services) and marine salvage services"
"6303","Other supporting transport activities","488390","Other Support Activities for Water Transportation","vessel supply services"
"6303","Other supporting transport activities","488490","Other Support Activities for Road Transportation","independent trucking terminals, pilot car services, bridge operation, tunnel operation, highway operation, bus stations, truck weigh stations"
"6303","Other supporting transport activities","488999","All Other Support Activities for Transportation","stockyards (holding or feeding in transit), independent pipeline terminals"
"6303","Other supporting transport activities","812930","Parking Lots and Garages","parking lot operation,"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","488999","All Other Support Activities for Transportation","arrangement of carpools and vanpools"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","561510","Travel Agencies","travel agencies"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","561520","Tour Operators","tour operators"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","561591","Convention and Visitors Bureaus","tourism offices, and similar facilities"
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","561599","All Other Travel Arrangement and Reservation Services","misc. travel arrangement activities, such as timeshare exchange services, separate transportation ticket offices, travel assistance automobile clubs, hotel reservation services, etc."
"6304","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","713990","All Other Amusement and Recreation Industries","tourist guide services"
"6309","Activities of other transport agencies","488390","Other Support Activities for Water Transportation","marine cargo checkers and surveyors"
"6309","Activities of other transport agencies","488490","Other Support Activities for Road Transportation","cargo surveyors-truck transportation"
"6309","Activities of other transport agencies","488510","Freight Transportation Arrangement","freight arrangement"
"6309","Activities of other transport agencies","488991","Packing and Crating","packing and crating for transportation of goods"
"6309","Activities of other transport agencies","541614","Process, Physical Distribution, and Logistics Consulting Services","freight rate auditors and consultants"
"6411","National post activities","491110","Postal Service","activities of the postal service (private bulk mail hauling is included in trucking)"
"6412","Courier activities other than national post activities","492110","Couriers","couriers, including air couriers"
"6412","Courier activities other than national post activities","492210","Local Messengers and Local Delivery","local messenger services and local delivery services, including restaurant food delivery services, grocery delivery, and similar"
"6420","Telecommunications","515111","Radio Networks","transmission only"
"6420","Telecommunications","515112","Radio Stations","transmission only"
"6420","Telecommunications","515120","Television Broadcasting","transmission only"
"6420","Telecommunications","515210","Cable and Other Subscription Programming","transmission only"
"6420","Telecommunications","517110","Wired Telecommunications Carriers","wired telecommunications carriers"
"6420","Telecommunications","517211","Paging","operation of paging networks"
"6420","Telecommunications","517212","Cellular and Other Wireless Telecommunications","operating cellular and other wireless telephone networks"
"6420","Telecommunications","517310","Telecommunications Resellers","buying and reselling capacity on networks owned and operated by others"
"6420","Telecommunications","517410","Satellite Telecommunications","satellite telecommunications services"
"6420","Telecommunications","517510","Cable and Other Program Distribution","cable delivery of programming"
"6420","Telecommunications","517910","Other Telecommunications","ground stations, telemetry, radar station operation"
"6420","Telecommunications","518111","Internet Service Providers","ISPs and backbone services"
"6420","Telecommunications","812990","All Other Personal Services","pay telephone concession operators"
"6511","Central banking","521110","Monetary Authorities-Central Bank","activities of the Central Bank"
"6511","Central banking","522298","All Other Nondepository Credit Intermediation","national office supervising credit unions (similar to oversight of banks by Central Bank)"
"6519","Other monetary intermediation","522110","Commercial Banking","banks accepting deposits and lending funds to commercial industrial, and consumer customers from these funds"
"6519","Other monetary intermediation","522120","Savings Institutions","savings institutions accepting deposits and making loans from these funds"
"6519","Other monetary intermediation","522130","Credit Unions","credit unions accepting deposits and making loans from these funds"
"6519","Other monetary intermediation","522190","Other Depository Credit Intermediation","other units accepting deposits and making loans from these funds"
"6591","Financial leasing","522220","Sales Financing","establishments providing a combination of sales financing and finance leasing (not a primary designation)"
"6592","Other credit granting","522210","Credit Card Issuing","credit card issuing (nondepository)"
"6592","Other credit granting","522220","Sales Financing","sales financing (loans secured with the purchased item as collateral)"
"6592","Other credit granting","522291","Consumer Lending","providing unsecured cash loans to consumers"
"6592","Other credit granting","522292","Real Estate Credit","providing loans secured by real estate (mortgages, home equity loans, home equity lines of credit, etc.)"
"6592","Other credit granting","522293","International Trade Financing","credit issued in connection with import or export transactions"
"6592","Other credit granting","522294","Secondary Market Financing","buying, pooling, repackaging, and selling loans on the secondary market (securitization of loans)"
"6592","Other credit granting","522298","All Other Nondepository Credit Intermediation","other nondepository credit issuing including pawn shops and pawn brokers, buying or factoring accounts receivable, making loans based on the anticipated value of crops being grown by farmers, etc. "
"6592","Other credit granting","523910","Miscellaneous Intermediation","viatical settlement companies"
"6599","Other financial intermediation n.e.c.","523110","Investment Banking and Securities Dealing","acting as a principle in the underwriting or dealing of securities"
"6599","Other financial intermediation n.e.c.","523130","Commodity Contracts Dealing","acting as a principal in the buying or selling of commodity futures or spot market contracts"
"6599","Other financial intermediation n.e.c.","523910","Miscellaneous Intermediation","venture capital companies and own account investors"
"6599","Other financial intermediation n.e.c.","523991","Trust, Fiduciary, and Custody Activities","administration of trusts and private estates"
"6599","Other financial intermediation n.e.c.","533110","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","patent holders, franchise issuers, and holders of similar intangible assets receiving royalties or licensing fees"
"6599","Other financial intermediation n.e.c.","551111","Offices of Bank Holding Companies","bank holding companies"
"6599","Other financial intermediation n.e.c.","551112","Offices of Other Holding Companies","other financial holding companies (except bank holding companies)"
"6599","Other financial intermediation n.e.c.","813211","Grantmaking Foundations","foundations or charitable trusts raising funds and providing grants to applicants with specific qualifications or specific institutions"
"6601","Life insurance","524113","Direct Life Insurance Carriers","life insurance"
"6601","Life insurance","524130","Reinsurance Carriers","life reinsurance"
"6602","Pension funding","523920","Portfolio Management","management of pension funds"
"6603","Non-life insurance","524113","Direct Life Insurance Carriers","disability insurance"
"6603","Non-life insurance","524114","Direct Health and Medical Insurance Carriers","health and medical insurance"
"6603","Non-life insurance","524126","Direct Property and Causality Insurance Carriers","property and casualty insurance"
"6603","Non-life insurance","524127","Direct Title Insurance Carriers","real estate title insurance"
"6603","Non-life insurance","524128","Other Direct Insurance (except Life, Health, and Medical) Carriers","miscellaneous insurance, such as warranty (product or home) insurance, deposit insurance, burial insurance, pet health insurance, etc."
"6603","Non-life insurance","524130","Reinsurance Carriers","reinsurance, nonlife"
"6711","Administration of financial markets","523210","Securities and Commodity Exchanges","security and commodity exchanges"
"6712","Security dealing activities","523120","Securities Brokerage","securities brokers"
"6712","Security dealing activities","523140","Commodity Contracts Brokerage","commodity contract brokers"
"6712","Security dealing activities","523920","Portfolio Management","managing the assets in a portfolio"
"6712","Security dealing activities","523999","Miscellaneous Financial Investment Activities","gas and oil lease brokers offices"
"6719","Activities auxiliary to financial intermediation n.e.c.","522310","Mortgage and Nonmortgage Loan Brokers","loan brokers"
"6719","Activities auxiliary to financial intermediation n.e.c.","522320","Financial Transactions Processing, Reserve, and Clearinghouse Activities","credit card processing centers, check clearing services, EFT services"
"6719","Activities auxiliary to financial intermediation n.e.c.","522390","Other Activities Related to Credit Intermediation","check cashing services, loan servicing, and money order issuing"
"6719","Activities auxiliary to financial intermediation n.e.c.","523130","Commodity Contracts Dealing","foreign currency exchanges (selling currency to the public)"
"6719","Activities auxiliary to financial intermediation n.e.c.","523930","Investment Advice","providing asset management advice"
"6719","Activities auxiliary to financial intermediation n.e.c.","523991","Trust, Fiduciary, and Custody Activities","trust, fiduciary, and custody services"
"6719","Activities auxiliary to financial intermediation n.e.c.","523999","Miscellaneous Financial Investment Activities","exchange clearinghouses, stock quotation, and other miscellaneous financial investment activities"
"6720","Activities auxiliary to insurance and pension funding","524210","Insurance Agencies and Brokerages","insurance agents"
"6720","Activities auxiliary to insurance and pension funding","524291","Claims Adjusting","investigating, appraising, and settling insurance claims"
"6720","Activities auxiliary to insurance and pension funding","524292","Third Party Administration of Insurance and Pension Funds","third party administration of pension funds, third party administration of insurance funds"
"6720","Activities auxiliary to insurance and pension funding","524298","All Other Insurance Related Activities","insurance underwriters laboratories and standards setting, insurance rate making services, insurance advisory services, and similar insurance related services"
"6720","Activities auxiliary to insurance and pension funding","541612","Human Resources and Executive Search Consulting Services","actuarial consulting services"
"7010","Real estate activities with own or leased property","237210","Land Subdivision ","establishments subdividing and developing building lots for sale "
"7010","Real estate activities with own or leased property","523910","Miscellaneous Intermediation","buying and selling of real estate as a trading stock of the seller "
"7010","Real estate activities with own or leased property","531110","Lessors of Residential Buildings and Dwellings","leasing or subleasing residential buildings, including housing authorities operating buildings"
"7010","Real estate activities with own or leased property","531120","Lessors of Nonresidential Buildings (except Miniwarehouses)","leasing or subleasing nonresidential buildings, including conference centers not promoting events"
"7010","Real estate activities with own or leased property","531130","Lessors of Miniwarehouses and Self-Storage Units","self storage rental and leasing "
"7010","Real estate activities with own or leased property","531190","Lessors of Other Real Estate Property","leasing and subleasing of other real estate, such as rental of farm land, mobile home parks, grazing land, forest land, vacant lots, flea market spaces, etc."
"7020","Real estate activities on a fee or contract basis","531210","Offices of Real Estate Agents and Brokers","real estate agencies and brokers"
"7020","Real estate activities on a fee or contract basis","531311","Residential Property Managers","residential property management services"
"7020","Real estate activities on a fee or contract basis","531312","Nonresidential Property Managers","nonresidential property management services"
"7020","Real estate activities on a fee or contract basis","531320","Offices of Real Estate Appraisers","real estate appraisers "
"7020","Real estate activities on a fee or contract basis","531390","Other Activities Related to Real Estate","real estate intermediation services, such as listing services, escrow agencies, fiduciaries' offices"
"7020","Real estate activities on a fee or contract basis","561210","Facilities Support Services","management of facilities, such as military bases, prisons, and other facilities (except computer facilities management)"
"7111","Renting of land transport equipment","532111","Passenger Car Rental","short term car rental"
"7111","Renting of land transport equipment","532112","Passenger Car Leasing","passenger car leasing (longer term) mixture of finance and operating lease characteristics"
"7111","Renting of land transport equipment","532120","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","rental or leasing of cargo vans and similar automobiles under 3.5 tons, rental and leasing of trucks, buses, semitrailers, utility trailers, and RVs"
"7111","Renting of land transport equipment","532292","Recreational Goods Rental","rental of motorcycles"
"7111","Renting of land transport equipment","532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","rental of railroad cars and off-highway transportation equipment"
"7111","Renting of land transport equipment","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","rental of pallets and containers"
"7112","Renting of water transport equipment","532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","rental of commercial vessels without crew"
"7113","Renting of air transport equipment","532411","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","rental of air transportation equipment without crew"
"7121","Renting of agricultural machinery and equipment","532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","rental of forestry and logging machinery and equipment without operator"
"7121","Renting of agricultural machinery and equipment","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","rental of agricultural equipment without operator"
"7122","Renting of construction and civil engineering machinery and equipment","532310","General Rental Centers","rental or range of commercial and industrial equipment (contractor and builder tools)"
"7122","Renting of construction and civil engineering machinery and equipment","532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","rental and leasing of construction equipment, bulldozers, earthmoving equipment, cranes"
"7122","Renting of construction and civil engineering machinery and equipment","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","rental of scaffolding and platforms"
"7123","Renting of office machinery and equipment (including computers)","532420","Office Machinery and Equipment Rental and Leasing","rent or lease of office machinery, computers, copiers, faxes, and similar equipment"
"7129","Renting of other machinery and equipment n.e.c.","532310","General Rental Centers","rental of a range of commercial and industrial equipment"
"7129","Renting of other machinery and equipment n.e.c.","532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","rental of mining machinery and equipment"
"7129","Renting of other machinery and equipment n.e.c.","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","rental of manufacturing equipment, metalworking, telecommunications, motion picture, theatrical, medical equipment (except home medical equipment), accommodation or office containers (buildings)"
"7130","Renting of personal and household goods n.e.c.","532210","Consumer Electronics and Appliances Rental","consumer electronics and appliances rental"
"7130","Renting of personal and household goods n.e.c.","532220","Formal Wear and Costume Rental","formal wear and costumes rental"
"7130","Renting of personal and household goods n.e.c.","532230","Video Tape and Disc Rental","video tape and disc rental"
"7130","Renting of personal and household goods n.e.c.","532291","Home Health Equipment Rental","home health equipment rental"
"7130","Renting of personal and household goods n.e.c.","532292","Recreational Goods Rental","recreational and sporting equipment rental and leasing "
"7130","Renting of personal and household goods n.e.c.","532299","All Other Consumer Goods Rental","party supply rental and furniture rental"
"7130","Renting of personal and household goods n.e.c.","532310","General Rental Centers","renting a range of commercial and household equipment including do-it-yourself equipment and lawn and garden equipment"
"7130","Renting of personal and household goods n.e.c.","532420","Office Machinery and Equipment Rental and Leasing","rental of office furniture"
"7130","Renting of personal and household goods n.e.c.","532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing","institutional furniture rental and leasing"
"7210","Hardware consultancy","541512","Computer Systems Design Services","computer hardware consulting, hardware and software integration services"
"7221","Software publishing","511210","Software Publishers","software publishing"
"7229","Other software consultancy and supply","541511","Custom Computer Programming Services","custom computer programming and modification of packaged programs to fit a specific users needs"
"7229","Other software consultancy and supply","541512","Computer Systems Design Services","software consulting, integration of multiple software packages within users systems"
"7230","Data processing","518210","Data Processing, Hosting, and Related Services","data processing services, CPU time share services, hosting, scanning services, diskette certification services, using own equipment to process clients' data"
"7230","Data processing","541513","Computer Facilities Management Services","managing the computer facilities of others (facilities on the client's premises)"
"7240","Database activities and on-line distribution of electronic content","511140","Directory and Mailing List Publishers","machine readable directory and mailing list publishing (except on-line) "
"7240","Database activities and on-line distribution of electronic content","516110","Internet Publishing and Broadcasting","on-line directory, collection, and mailing list publishing"
"7240","Database activities and on-line distribution of electronic content","518112","Web Search Portals","web search portals"
"7250","Maintenance and repair of office, accounting and computing machinery","811212","Computer and Office Machine Repair and Maintenance","repair and maintenance of office machines, computers, and computer peripheral devices"
"7290","Other computer related activities","541519","Other Computer Related Services","software installation services, computer disaster recovery services"
"7310","Research and experimental development on natural sciences and engineering (NSE)","541710","Research and Development in the Physical, Engineering, and Life Sciences","R&D in agriculture, electronics, environmental, biology, botany, biotechnology, computers, chemistry, etc."
"7320","Research and experimental development on social sciences and humanities (SSH)","541720","Research and Development in the Social Sciences and Humanities","R&D in cognitive development, sociology, psychology, language, behavior, economic, and other social sciences and humanities"
"7411","Legal activities","541110","Offices of Lawyers","legal services of lawyers"
"7411","Legal activities","541120","Offices of Notaries","null set in US: legal activities carried out by notaries"
"7411","Legal activities","541191","Title Abstract and Settlement Offices","preparation of deeds, research of real estate titles, real estate settlements"
"7411","Legal activities","541199","All Other Legal Services","notaries, process serving, patent agent services, etc."
"7411","Legal activities","541990","All Other Professional, Scientific, and Technical Services","arbitration and conciliation services not provided by lawyers or paralegals "
"7412","Accounting, book-keeping and auditing activities; tax consultancy","541211","Offices of Certified Public Accountants","accounting and auditing services"
"7412","Accounting, book-keeping and auditing activities; tax consultancy","541213","Tax Preparation Services","tax preparation"
"7412","Accounting, book-keeping and auditing activities; tax consultancy","541214","Payroll Services","payroll services that also issue paychecks and prepare required tax filings"
"7412","Accounting, book-keeping and auditing activities; tax consultancy","541219","Other Accounting Services","bookkeeping, and nonauditing accountants"
"7413","Market research and public opinion polling","541910","Marketing Research and Public Opinion Polling","market research and public opinion polling, including broadcast media rating services"
"7414","Business and management consultancy activities","541611","Administrative Management and General Management Consulting Services","financial and other general management consulting "
"7414","Business and management consultancy activities","541612","Human Resources and Executive Search Consulting Services","human resource consulting"
"7414","Business and management consultancy activities","541613","Marketing Consulting Services","marketing management consulting"
"7414","Business and management consultancy activities","541614","Process, Physical Distribution, and Logistics Consulting Services","production management consulting, manufacturing management consulting services, productivity improvement consulting services"
"7414","Business and management consultancy activities","541618","Other Management Consulting Services","telecommunications consulting, utility management consulting, etc."
"7414","Business and management consultancy activities","541690","Other Scientific and Technical Consulting Services","agricultural consulting, economic consulting, workplace safety consultants, etc."
"7414","Business and management consultancy activities","541820","Public Relations Agencies","public relations agencies"
"7414","Business and management consultancy activities","551112","Offices of Other Holding Companies","holding companies (except financial holding companies)"
"7414","Business and management consultancy activities","551114","Corporate, Subsidiary, and Regional Managing Offices","auxiliary management offices for multi-location enterprises"
"7414","Business and management consultancy activities","611710","Educational Support Services","testing development services"
"7421","Architectural and engineering activities and related technical consultancy","213112","Support Activities for Oil and Gas Operations","oil and gas exploration on a contract or fee basis (except geophysical)"
"7421","Architectural and engineering activities and related technical consultancy","213113","Support Activities for Coal Mining","coal exploration (except geophysical) on a contract or fee basis"
"7421","Architectural and engineering activities and related technical consultancy","213114","Support Activities for Metal Mining","metals exploration (except geophysical) on a contract or fee basis"
"7421","Architectural and engineering activities and related technical consultancy","213115","Support Activities for Nonmetallic Minerals (except Fuels) Mining","other nonmetallic mineral exploration (except geophysical) on a contract or fee basis"
"7421","Architectural and engineering activities and related technical consultancy","541310","Architectural Services","architectural services and consulting"
"7421","Architectural and engineering activities and related technical consultancy","541320","Landscape Architectural Services","landscape architecture, urban planning, land use planning, ski area planning, and similar"
"7421","Architectural and engineering activities and related technical consultancy","541330","Engineering Services","design of production lines, engineering services and project management services for technical projects other than construction"
"7421","Architectural and engineering activities and related technical consultancy","541340","Drafting Services","drafting services"
"7421","Architectural and engineering activities and related technical consultancy","541350","Building Inspection Services","building inspection services, during or after construction"
"7421","Architectural and engineering activities and related technical consultancy","541360","Geophysical Surveying and Mapping Services","geophysical surveying and mapping"
"7421","Architectural and engineering activities and related technical consultancy","541370","Surveying and Mapping (except Geophysical) Services","surveying and mapping except geophysical"
"7421","Architectural and engineering activities and related technical consultancy","541420","Industrial Design Services","industrial design of tools, seating, automobiles, packaging, and similar. This link does not include fashion design, jewelry design or other purely aesthetic design activities."
"7421","Architectural and engineering activities and related technical consultancy","541620","Environmental Consulting Services","environmental consulting services"
"7421","Architectural and engineering activities and related technical consultancy","541690","Other Scientific and Technical Consulting Services","other miscellaneous scientific and technical consulting services"
"7421","Architectural and engineering activities and related technical consultancy","541990","All Other Professional, Scientific, and Technical Services","weather forecasting, meteorological services"
"7422","Technical testing and analysis","541380","Testing Laboratories","physical, chemical and analytical testing"
"7422","Technical testing and analysis","811198","All Other Automotive Repair and Maintenance","automobile emissions inspection services and safety inspection services"
"7430","Advertising","541810","Advertising Agencies","advertising agencies"
"7430","Advertising","541830","Media Buying Agencies","media buying agencies purchasing advertising space from media outlets and reselling it to individual companies"
"7430","Advertising","541840","Media Representatives","sale of time and space for various media soliciting agencies"
"7430","Advertising","541850","Display Advertising","outdoor advertising services such as bill boards, transit cards, aerial advertising"
"7430","Advertising","541860","Direct Mail Advertising","direct mail advertising"
"7430","Advertising","541870","Advertising Material Distribution Services","distribution and delivery material or samples"
"7430","Advertising","541890","Other Services Related to Advertising","window displays, showroom displays, advertising specialty distribution services"
"7491","Labour recruitment and provision of personnel","541612","Human Resources and Executive Search Consulting Services","executive search and placement services"
"7491","Labour recruitment and provision of personnel","561310","Employment Placement Agencies","personnel search, selection referral and placement"
"7491","Labour recruitment and provision of personnel","561320","Temporary Help Services","provision of temporary help"
"7491","Labour recruitment and provision of personnel","561330","Professional Employer Organizations","coemployment (PEO is the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues). The client is responsible for direction and supervision of employees."
"7492","Investigation and security activities","541690","Other Scientific and Technical Consulting Services","security consulting services"
"7492","Investigation and security activities","541990","All Other Professional, Scientific, and Technical Services","handwriting analysis services and expert services "
"7492","Investigation and security activities","561611","Investigation Services","private detective and investigation services, fingerprinting, polygraph services"
"7492","Investigation and security activities","561612","Security Guards and Patrol Services","security guards and patrol services"
"7492","Investigation and security activities","561613","Armored Car Services","transport of valuables"
"7492","Investigation and security activities","561621","Security Systems Services (except Locksmiths)","remote controlled supervision, prequalification of alarms"
"7493","Building-cleaning and industrial-cleaning activities","238220","Plumbing, Heating, and Air-Conditioning Contractors","boiler chipping, cleaning, and scaling "
"7493","Building-cleaning and industrial-cleaning activities","488210","Support Activities for Rail Transportation","freight car cleaning services"
"7493","Building-cleaning and industrial-cleaning activities","488320","Marine Cargo Handling","ship hold cleaning services"
"7493","Building-cleaning and industrial-cleaning activities","561710","Exterminating and Pest Control Services","extermination services "
"7493","Building-cleaning and industrial-cleaning activities","561720","Janitorial Services","interior cleaning of all types of buildings interiors, interiors of transportation equipment, and windows"
"7493","Building-cleaning and industrial-cleaning activities","561790","Other Services to Buildings and Dwellings","chimney cleaning, gutter and ventilation duct cleaning, swimming pool cleaning, lighting maintenance services"
"7493","Building-cleaning and industrial-cleaning activities","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","cleaning industrial machinery "
"7494","Photographic activities","518210","Data Processing, Hosting, and Related Services","microfilming services "
"7494","Photographic activities","541921","Photography Studios, Portrait","portrait photography studios and event video taping services (e.g., wedding video photographers)"
"7494","Photographic activities","541922","Commercial Photography","commercial photography, including photographers specializing in aerial photography and medical photography"
"7494","Photographic activities","812921","Photofinishing Laboratories (except One-Hour)","film developing and photo printing laboratories"
"7494","Photographic activities","812922","One-Hour Photofinishing","one-hour photo shops not part of camera stores"
"7495","Packaging activities","325998","All Other Miscellaneous Chemical Product and Preparation Manufacturing","aerosol packaging"
"7495","Packaging activities","561910","Packaging and Labeling Services","labeling, stamping, imprinting, gift wrapping, parcel packing, blister packing"
"7499","Other business activities n.e.c.","323114","Quick Printing","quick printing combined with photocopy services"
"7499","Other business activities n.e.c.","512230","Music Publishers","administration of music copyrights for others"
"7499","Other business activities n.e.c.","512290","Other Sound Recording Industries","audio recording of conferences and seminars  "
"7499","Other business activities n.e.c.","519190","All Other Information Services","telephone based information services, information search services on a contract or fee basis, news clipping services, press clipping services"
"7499","Other business activities n.e.c.","541410","Interior Design Services","interior design services"
"7499","Other business activities n.e.c.","541420","Industrial Design Services","simple furniture design "
"7499","Other business activities n.e.c.","541430","Graphic Design Services","graphic design services"
"7499","Other business activities n.e.c.","541490","Other Specialized Design Services","fashion design, textile design, jewelry design, and similar aesthetic design services"
"7499","Other business activities n.e.c.","541860","Direct Mail Advertising","mailing services on a contract or fee basis (letter shop services)"
"7499","Other business activities n.e.c.","541890","Other Services Related to Advertising","merchandise demonstrations, mannequin decorating"
"7499","Other business activities n.e.c.","541930","Translation and Interpretation Services","translation and interpretation services"
"7499","Other business activities n.e.c.","541990","All Other Professional, Scientific, and Technical Services","referees in bankruptcy, non-real estate appraisal activities, commodity inspection services, visual inspection of power lines, pipelines, and similar inspection services not associated with transportation"
"7499","Other business activities n.e.c.","561110","Office Administrative Services","providing a range of services to run the day-to-day office administrative operations (goes beyond basic secretarial services to include bookkeeping, etc.)"
"7499","Other business activities n.e.c.","561410","Document Preparation Services","typing, stenographic services (except court), transcription, editing, other secretarial services"
"7499","Other business activities n.e.c.","561421","Telephone Answering Services","telephone answering and message forwarding services for clients"
"7499","Other business activities n.e.c.","561422","Telemarketing Bureaus","telemarketing bureaus and call centers"
"7499","Other business activities n.e.c.","561431","Private Mail Centers","private mail centers providing mailing service, mailbox rental, and other office services, such as fax service and photocopying"
"7499","Other business activities n.e.c.","561439","Other Business Service Centers (including Copy Shops)","blueprinting, photocopying, multigraphing"
"7499","Other business activities n.e.c.","561440","Collection Agencies","bill collecting"
"7499","Other business activities n.e.c.","561450","Credit Bureaus","credit rating, credit investigation, credit reporting"
"7499","Other business activities n.e.c.","561491","Repossession Services","automobile repossession services"
"7499","Other business activities n.e.c.","561492","Court Reporting and Stenotype Services","stenography services (court and public)"
"7499","Other business activities n.e.c.","561499","All Other Business Support Services","mail presorting services, fund raising campaigns on a contract or fee basis"
"7499","Other business activities n.e.c.","561920","Convention and Trade Show Organizers","fair, exhibition and congress organizers"
"7499","Other business activities n.e.c.","561990","All Other Support Services","parking meter coin collection services, independent auctioneers, stamp trading, various miscellaneous business services, bartering services, diving services, etc."
"7499","Other business activities n.e.c.","611710","Educational Support Services","educational support services, such as educational consultants, exchange student programs, and other specialized educational support services"
"7499","Other business activities n.e.c.","711410","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","representation of artists, athletes, entertainers, and other public figures"
"7499","Other business activities n.e.c.","711510","Independent Artists, Writers, and Performers","costume designers"
"7511","General (overall) public service activities","561440","Collection Agencies","tax collection on a contract or fee basis"
"7511","General (overall) public service activities","921110","Executive Offices ","offices of presidents, governors, mayors, executive advisory commissions"
"7511","General (overall) public service activities","921120","Legislative Bodies","legislative bodies, state, federal, local"
"7511","General (overall) public service activities","921130","Public Finance Activities","budgeting, customs, tax, etc."
"7511","General (overall) public service activities","921140","Executive and Legislative Offices, Combined ","executive and legislative offices, combined"
"7511","General (overall) public service activities","921150","American Indian and Alaska Native Tribal Governments","tribal governments (does not include commercial activities by these groups)"
