"ISIC","NAICSUS","notes"
"5143","423320","including sand and gravel"
"5143","423330","roofing, siding, and insulation"
"5143","423390","architectural metal work, flat glass, fencing, and other miscellaneous construction materials"
"5143","423710","hardware, fasteners (nuts, bolts, nails, staples, tacks, brads, etc.) and handtools"
"5143","423720","sanitary porcelain and other plumbing fixtures, plumbing and hot water (hydronics) heating supplies and equipment"
"5143","423730","warm air heating equipment"
"5143","423830","chainsaws, ladders, and welding supplies and consumables"
"5143","423910","hot tubs"
"5143","423990","ties, poles, wood chips and shavings"
"5143","424690","turpentine "
"5143","424950","paint, varnish, and similar"
"5149","423840","printing inks"
"5149","423930","recyclable materials wholesalers "
"5149","423940","precious stones"
"5149","424110","bulk paper "
"5149","424130","paperboard and paperboard products, bags, boxes, and similar"
"5149","424490","flavoring extracts"
"5149","424610","plastics resins and materials in basic forms and shapes"
"5149","424690","chemicals and chemical preparations, manmade fibers"
"5149","424910","fertilizers, pesticides, agricultural chemicals"
"5149","424950","pigments for paint "
"5149","424990","crude rubber, plastics foam, inedible animal and vegetable oils, plant food, etc., saw dust and wood pulp"
"5149","561990","bottle exchanges"
"5151","423430","computers, computer peripheral equipment, and software"
"5152","423690","blank audio and video tapes, broadcast equipment, fax machines, telephones, electronic components, antennas, communication equipment (transmitters, receivers except household type, telephone equipment), vacuum tubes, electronics switches, etc."
"5159","423120","engine testing equipment"
"5159","423210","office furniture merchant wholesalers"
"5159","423410","motion picture and theater projection equipment, commercial video equipment and television cameras"
"5159","423420","accounting machines, cash registers, mailing machinery, calculators, copying machines, microfilm machines, etc., safes and vaults"
"5159","423440","commercial machinery and supplies (for example hotel equipment, commercial dishwashing equipment, mannequins)"
"5159","423450","professional medical equipment and supplies"
"5159","423490","drafting, surveying, architects, engineers, machinery and supplies, etc."
"5159","423610","electrical wire and wiring supplies, electrical power generation and transmission equipment"
"5159","423690","sonar and radar equipment "
"5159","423720","power boilers"
"5159","423730","air-conditioning equipment and air pollution equipment"
"5159","423740","commercial refrigeration equipment"
"5159","423810","mining, construction, and civil engineering machinery, forestry and logging equipment"
"5159","423820","agriculture machinery, lawn mowers, and outdoor power equipment, such as tillers"
"5159","423830","metalworking machinery, woodworking machinery, and similar tools for other materials, industrial textile machinery and equipment, industrial sewing machines, food processing, oil well machinery, materials handling machinery, etc."
"5159","423840","industrial supplies"
"5159","423850","service industry machinery and supplies"
"5159","423860","transportation equipment and supplies, except motor vehicles, bicycles, and motorcycles"
"5159","423910","pleasure boats"
"5159","423990","coin-operated games and amusement devices"
"5190","423990","general merchandise, durable"
"5190","424990","general merchandise, nondurable"
"5211","445110","supermarkets and other grocery stores"
"5211","445120","convenience stores"
"5211","447110","gas stations with convenience stores, primarily selling food or beverages"
"5211","452910","superstores selling a variety of grocery items and other general merchandise lines, food predominant"
"5219","452111","department stores"
"5219","452112","discount department stores"
"5219","452910","warehouse clubs and superstores with lines other than grocery or beverage predominant"
"5219","452990","catalog showrooms, variety stores, general stores"
"5219","453998","general merchandise auction houses"
"5220","445210","including butcher shops"
"5220","445220","fish and seafood markets"
"5220","445230","fruit and vegetables"
"5220","445291","baked goods stores (not made on the premises, not for immediate consumption)"
"5220","445292","confectionery and nuts stores (not made on the premises and not for immediate consumption)"
"5220","445299","bottled water and bottled soft drink stores, coffee stores, spice stores, and other miscellaneous specialty food stores, n.e.c."
"5220","445310","beer, wine, and liquor stores"
"5220","446191","health food supplement stores, vitamin stores"
"5220","453991","tobacco stores"
"5231","446110","pharmacies and drug stores"
"5231","446120","cosmetic and beauty supply stores"
"5231","446199","including prosthetic supply stores, convalescent supply stores, etc."
"5232","448110","men's clothing"
"5232","448120","women's clothing"
"5232","448130","children's and infants' clothing stores"
"5232","448140","stores selling a variety of clothing for the entire family"
"5232","448150","accessories stores, handbag stores"
"5232","448190","including bathing suit stores, uniform shops, lingerie stores, fur shops, etc."
"5232","448210","shoe stores"
"5232","448320","luggage and leather goods stores"
"5232","451130","sewing fabric and supplies (such as patterns) stores"
"5233","441310","auto audio equipment stores (car stereo stores)"
"5233","442110","household furniture stores (including outdoor furniture stores)"
"5233","442291","curtains, drapes, blinds, shades, etc."
"5233","442299","kitchen and bath shops, pottery and similar home furnishings, lamp stores, linen stores, and wood stove stores"
"5233","443111","household gas appliances, electrical household appliances and electric housewares stores"
"5233","443112","consumer electronics stores"
"5233","444190","lighting fixture stores"
"5233","451140","musical instrument stores and sheet music stores"
"5233","451220","prerecorded audio and video tape stores"
"5233","453998","candle stores, home security equipment stores"
"5234","444110","do-it-yourself home repair and renovation centers"
"5234","444120","paint stores"
"5234","444130","hardware stores"
"5234","444190","specialized glass, electrical, plumbing, etc., stores, retail lumber yards"
"5234","444210","outdoor power equipment stores"
"5234","453998","sauna and hot tub stores"
"5239","441222","boat dealers (pleasure craft)"
"5239","441229","retail aircraft dealers"
"5239","442210","carpet and floor covering stores"
"5239","442299","custom picture framing shops"
"5239","443112","telephone stores"
"5239","443120","computer and software stores"
"5239","443130","camera and optical equipment stores"
"5239","444120","wallpaper stores"
"5239","444220","garden centers and nurseries"
"5239","446130","eyeglass stores and opticians"
"5239","448150","wig and hairpiece stores"
"5239","448310","jewelry, watch, clock, and similar stores"
"5239","451110","sporting goods stores, bicycle stores, golf pro shops, etc."
"5239","451120","hobby and toy stores"
"5239","451211","book stores "
"5239","451212","news dealers and newsstands"
"5239","453110","florists and flower shops"
"5239","453210","stationery stores, office supply stores"
"5239","453220","gift shops and souvenir stores"
"5239","453910","pet stores"
"5239","453920","art dealers"
"5239","453930","mobile (manufactured) home dealers"
"5239","453998","miscellaneous specialized store retailers, such as coin shops, stamp shops, swimming pool supply stores, monument shops, trophy shops, etc.  This would include retail store sale of fuel oil, heating oil, and other fuel."
"5239","454312","direct selling LPG"
"5239","454319","direct selling of other fuel, such as coal or fire wood"
"5240","453310","used clothing, book, thrift stores, antique stores, etc."
"5251","454111","Internet retail exclusively"
"5251","454113","mail-order houses"
"5252","445230","fruit and vegetable stands (market-type)"
"5252","454390","temporary stands (except newsstands), seasonal stands, such as temporary fruit stands and Christmas tree stands, etc., flea market stands, bazaars, street vendors"
"5259","454112","Internet auctions"
"5259","454210","vending machine operators"
"5259","454311","direct sale of heating oil (non-store, delivered to customer's premises)"
"5259","454390","direct selling such as coffee break suppliers, bottled water suppliers, door-to-door selling of all types of merchandise, newspaper house delivery routes, etc."
"5260","442291","retailing new blinds and shades in combination with repair, repair as primary source of receipts"
"5260","443111","retailing new electrical appliances combined with repair services, repair as primary source of receipts, retailing new nonelectrical appliances combined with repair services, repair as primary source of receipts"
"5260","443112","retailing new and repairing consumer electronics with repair as primary source of receipts"
"5260","443130","retail and repair combined, repair as primary source of receipts"
"5260","444210","retailing new outdoor power equipment in combination with repair, repair as primary source of receipts"
"5260","448190","custom printed T-shirt shops"
"5260","448310","retailing new jewelry, clocks, and watches in combination with repair of these items, repair primary source of revenue"
"5260","448320","combined sale of new luggage and leather goods and repair of luggage and leather goods regardless of relative proportion are classified to Retail in NAICS."
"5260","451110","retailing new bicycles combined with repair, repair as primary source of receipts (same treatment for guns)"
"5260","451140","retail sale of new musical instruments combined with repair, repair as primary source of receipts"
"5260","561622","locksmiths"
"5260","811211","repair and maintenance of consumer electronics, camera repair shops and cell phone repair"
"5260","811411","small engine repair, maintenance and repair of lawn and garden tractors, repair of handheld powered lawn and garden tools, lawn and garden equipment repair and maintenance"
"5260","811412","repair and maintenance of electrical major household appliances, nonelectric household appliance repair and maintenance, repairing furniture (except household), antique furniture restoration, furniture repair other than seating repair"
"5260","811420","household furniture repair"
"5260","811430","footwear and leather goods (such as luggage, saddlery) repair and maintenance"
"5260","811490","outboard motor repair, repair of watches, clocks, and jewelry, repair of bicycles, garments, cutlery sharpening, guns, key duplicating shops, musical instruments, tailors-alterations only, window shade repair shops, etc."
"5260","812990","baby shoe bronzing"
"5510","721110","hotels and motels, separate operation of sleeping car services"
"5510","721120","casino hotels (hotel as plurality of revenue), casino hotels (gambling as plurality of revenue)"
"5510","721191","small hotels (often 4-6 rooms) offering breakfast as part of the lodging services"
"5510","721199","youth hostels"
"5510","721211","RV camps (caravan sites), campgrounds"
"5510","721214","fishing camps, hunting camps, wilderness camps (interpreted as mountain refuges), recreation and vacation camps (excluding mountain refuges)"
"5510","721310","dormitories, workers camps, rooming houses, fraternity houses "
"5520","722110","full service restaurants, full service restaurants operated by businesses for their employees"
"5520","722211","limited service restaurants (e.g., fast food - order from board or listing and pay before eating), limited service restaurants operated by businesses for their employees"
"5520","722212","cafeterias, cafeterias operated by businesses for their employees"
"5520","722213","ice cream parlors, carry-out doughnut, bagel, pretzel, and similar stands, snack and nonalcoholic beverage bars operated by businesses for their employees"
"5520","722310","contract operation of canteens, including contract operation of dining halls, mess halls, food service concession operators, etc., airline food service contractors"
"5520","722320","caterers, including banquet halls with catering services"
"5520","722330","mobile food stands, carts, street vendors, etc., using motorized or nonmotorized carts"
"5520","722410","bars, taverns, nightclubs, and similar"
"6010","482111","interurban passenger rail transportation, rail transportation of freight using rail networks"
"6010","482112","freight transport- short distance, local, or not connected to rail network (short line railroads)"
"6010","487110","operation of scenic and sightseeing railroads (except operation of preserved railroads), operation of preserved railways"
"6010","488210","shunting and switching services for railroads"
"6021","485111","mixed mode (e.g., commuter rail, bus, subway) local transportation systems"
"6021","485112","local and suburban commuter rail, regular schedules, within a metropolitan area and adjacent nonurban areas"
"6021","485113","local and suburban passenger transportation systems using buses or other motor vehicles over regular routes on regular schedules"
"6021","485119","other urban and suburban transportation system operation, including light rail, trolley, commuter cable car, etc."
"6021","485210","bus passenger transportation over regular routes and on regular schedules outside a single metropolitan area and its adjacent nonurban areas."
"6021","485410","buses and other motor vehicles to transport pupils to school or employees to work"
"6021","485991","scheduled special needs transportation (elderly, handicapped, etc.) using specially equipped vehicle as necessary"
"6021","485999","scheduled shuttle services"
"6021","487110","sightseeing buses, trolleys, etc., scheduled"
"6021","487990","cable cars, tramways, and similar scheduled and nonscheduled sightseeing services"
"6022","485310","taxicabs and taxi dispatch services"
"6022","485320","limousine service (hire of vehicle with driver)"
"6022","485510","charter bus services"
"6022","485991","nonscheduled special needs transportation (elderly, handicapped, etc.) using specially equipped vehicles as necessary"
"6022","485999","rental of hearse with driver, nonscheduled shuttle services"
"6022","487110","sightseeing buses, trolleys, etc., nonscheduled"
"6023","484110","local trucking of general freight"
"6023","484121","long distance full truckload trucking of general freight"
"6023","484122","long distance less than truckload (mixed shipments from various clients to create a full truck) general freight trucking"
"6023","484210","transportation of used household goods (movers)"
"6023","484220","local specialized freight trucking (tanker, car carrier, live stock carrier, or other specialized equipment) includes flatbed trucking, dump trucking, and log trucking"
"6023","484230","long-distance specialized freight trucking (tanker, car carrier, livestock carrier, or other specialized equipment) includes flatbed trucking, dump trucking, and log trucking"
"6030","486110","pipeline transportation of crude oil"
"6030","486210","pipeline transportation of natural gas"
"6030","486910","pipeline transportation of refined petroleum products"
"6030","486990","other pipeline transportation (such as coal slurry) "
"6110","483111","deep sea freight transportation to or from foreign ports (includes ship chartering with crew)"
"6110","483112","deep sea passenger transportation to or from foreign ports (includes ship chartering with crew)"
"6110","483113","coastal waters and great lakes freight transportation (NOTE: Includes transportation across deep water between domestic, protectorate, or territorial ports-also includes ship chartering with crew)"
"6110","483114","coastal waters and great lakes passenger transportation (NOTE: included transportation across deep water between domestic, protectorate, or territorial ports-also includes ship chartering with crew)"
"6110","487210","sea and coastal sightseeing water transportation (charter fishing boats with crew, whale watching cruises, etc.)"
"6120","483211","inland water freight transportation"
"6120","483212","inland water passenger transportation"
"6120","487210","inland water sightseeing transportation"
"6210","481111","scheduled passenger air transportation (includes combination passenger and freight carriers)"
"6210","481112","scheduled freight air transportation"
"6220","481111","scheduled charter airlines"
"6220","481211","nonscheduled passenger air transportation (including combination passenger/freight)"
"6220","481212","nonscheduled freight air transportation, private space transportation of freight"
"6220","481219","including using general aircraft for a variety of specialty air and flying services"
"6220","487990","scheduled sightseeing air transportation (helicopter, hot air balloon, etc), nonscheduled sightseeing transportation"
"6220","488999","nongovernment space flight operations centers not providing space transportation"
"6301","488119","baggage or cargo handling on a contract basis at airports"
"6301","488210","loading and unloading rail cars, shunting trailers, contract basis at rail yards "
"6301","488320","stevedoring"
"6301","488490","loading and unloading trucks at terminals"
"6302","493110","warehousing and storage (not specialized to a particular bulk product)"
"6302","493120","refrigerated warehousing and storage"
"6302","493130","farm product warehouses, storage grain elevators"
"6302","493190","specialized warehousing and storage facilities (whiskey warehouses, lumber terminals, bulk petroleum storage for example), safe deposit companies"
"6303","488111","air traffic control services"
"6303","488119","operating airports"
"6303","488190","other services, such as aircraft testing services"
"6303","488210","independent trail terminals, other supporting services for railroads such as maintenance of railroad rights-of-way"
"6303","488310","operation of ports and harbors, canals, piers, and similar marine facilities including lighthouse operation"
"6303","488330","navigational services (pilot services) and marine salvage services"
"6303","488390","vessel supply services"
"6303","488490","independent trucking terminals, pilot car services, bridge operation, tunnel operation, highway operation, bus stations, truck weigh stations"
"6303","488999","stockyards (holding or feeding in transit), independent pipeline terminals"
"6303","812930","parking lot operation,"
"6304","488999","arrangement of carpools and vanpools"
"6304","561510","travel agencies"
"6304","561520","tour operators"
"6304","561591","tourism offices, and similar facilities"
"6304","561599","misc. travel arrangement activities, such as timeshare exchange services, separate transportation ticket offices, travel assistance automobile clubs, hotel reservation services, etc."
"6304","713990","tourist guide services"
"6309","488390","marine cargo checkers and surveyors"
"6309","488490","cargo surveyors-truck transportation"
"6309","488510","freight arrangement"
"6309","488991","packing and crating for transportation of goods"
"6309","541614","freight rate auditors and consultants"
"6411","491110","activities of the postal service (private bulk mail hauling is included in trucking)"
"6412","492110","couriers, including air couriers"
"6412","492210","local messenger services and local delivery services, including restaurant food delivery services, grocery delivery, and similar"
"6420","515111","transmission only"
"6420","515112","transmission only"
"6420","515120","transmission only"
"6420","515210","transmission only"
"6420","517110","wired telecommunications carriers"
"6420","517211","operation of paging networks"
"6420","517212","operating cellular and other wireless telephone networks"
"6420","517310","buying and reselling capacity on networks owned and operated by others"
"6420","517410","satellite telecommunications services"
"6420","517510","cable delivery of programming"
"6420","517910","ground stations, telemetry, radar station operation"
"6420","518111","ISPs and backbone services"
"6420","812990","pay telephone concession operators"
"6511","521110","activities of the Central Bank"
"6511","522298","national office supervising credit unions (similar to oversight of banks by Central Bank)"
"6519","522110","banks accepting deposits and lending funds to commercial industrial, and consumer customers from these funds"
"6519","522120","savings institutions accepting deposits and making loans from these funds"
"6519","522130","credit unions accepting deposits and making loans from these funds"
"6519","522190","other units accepting deposits and making loans from these funds"
"6591","522220","establishments providing a combination of sales financing and finance leasing (not a primary designation)"
"6592","522210","credit card issuing (nondepository)"
"6592","522220","sales financing (loans secured with the purchased item as collateral)"
"6592","522291","providing unsecured cash loans to consumers"
"6592","522292","providing loans secured by real estate (mortgages, home equity loans, home equity lines of credit, etc.)"
"6592","522293","credit issued in connection with import or export transactions"
"6592","522294","buying, pooling, repackaging, and selling loans on the secondary market (securitization of loans)"
"6592","522298","other nondepository credit issuing including pawn shops and pawn brokers, buying or factoring accounts receivable, making loans based on the anticipated value of crops being grown by farmers, etc. "
"6592","523910","viatical settlement companies"
"6599","523110","acting as a principle in the underwriting or dealing of securities"
"6599","523130","acting as a principal in the buying or selling of commodity futures or spot market contracts"
"6599","523910","venture capital companies and own account investors"
"6599","523991","administration of trusts and private estates"
"6599","533110","patent holders, franchise issuers, and holders of similar intangible assets receiving royalties or licensing fees"
"6599","551111","bank holding companies"
"6599","551112","other financial holding companies (except bank holding companies)"
"6599","813211","foundations or charitable trusts raising funds and providing grants to applicants with specific qualifications or specific institutions"
"6601","524113","life insurance"
"6601","524130","life reinsurance"
"6602","523920","management of pension funds"
"6603","524113","disability insurance"
"6603","524114","health and medical insurance"
"6603","524126","property and casualty insurance"
"6603","524127","real estate title insurance"
"6603","524128","miscellaneous insurance, such as warranty (product or home) insurance, deposit insurance, burial insurance, pet health insurance, etc."
"6603","524130","reinsurance, nonlife"
"6711","523210","security and commodity exchanges"
"6712","523120","securities brokers"
"6712","523140","commodity contract brokers"
"6712","523920","managing the assets in a portfolio"
"6712","523999","gas and oil lease brokers offices"
"6719","522310","loan brokers"
"6719","522320","credit card processing centers, check clearing services, EFT services"
"6719","522390","check cashing services, loan servicing, and money order issuing"
"6719","523130","foreign currency exchanges (selling currency to the public)"
"6719","523930","providing asset management advice"
"6719","523991","trust, fiduciary, and custody services"
"6719","523999","exchange clearinghouses, stock quotation, and other miscellaneous financial investment activities"
"6720","524210","insurance agents"
"6720","524291","investigating, appraising, and settling insurance claims"
"6720","524292","third party administration of pension funds, third party administration of insurance funds"
"6720","524298","insurance underwriters laboratories and standards setting, insurance rate making services, insurance advisory services, and similar insurance related services"
"6720","541612","actuarial consulting services"
"7010","237210","establishments subdividing and developing building lots for sale "
"7010","523910","buying and selling of real estate as a trading stock of the seller "
"7010","531110","leasing or subleasing residential buildings, including housing authorities operating buildings"
"7010","531120","leasing or subleasing nonresidential buildings, including conference centers not promoting events"
"7010","531130","self storage rental and leasing "
"7010","531190","leasing and subleasing of other real estate, such as rental of farm land, mobile home parks, grazing land, forest land, vacant lots, flea market spaces, etc."
"7020","531210","real estate agencies and brokers"
"7020","531311","residential property management services"
"7020","531312","nonresidential property management services"
"7020","531320","real estate appraisers "
"7020","531390","real estate intermediation services, such as listing services, escrow agencies, fiduciaries' offices"
"7020","561210","management of facilities, such as military bases, prisons, and other facilities (except computer facilities management)"
"7111","532111","short term car rental"
"7111","532112","passenger car leasing (longer term) mixture of finance and operating lease characteristics"
"7111","532120","rental or leasing of cargo vans and similar automobiles under 3.5 tons, rental and leasing of trucks, buses, semitrailers, utility trailers, and RVs"
"7111","532292","rental of motorcycles"
"7111","532411","rental of railroad cars and off-highway transportation equipment"
"7111","532490","rental of pallets and containers"
"7112","532411","rental of commercial vessels without crew"
"7113","532411","rental of air transportation equipment without crew"
"7121","532412","rental of forestry and logging machinery and equipment without operator"
"7121","532490","rental of agricultural equipment without operator"
"7122","532310","rental or range of commercial and industrial equipment (contractor and builder tools)"
"7122","532412","rental and leasing of construction equipment, bulldozers, earthmoving equipment, cranes"
"7122","532490","rental of scaffolding and platforms"
"7123","532420","rent or lease of office machinery, computers, copiers, faxes, and similar equipment"
"7129","532310","rental of a range of commercial and industrial equipment"
"7129","532412","rental of mining machinery and equipment"
"7129","532490","rental of manufacturing equipment, metalworking, telecommunications, motion picture, theatrical, medical equipment (except home medical equipment), accommodation or office containers (buildings)"
"7130","532210","consumer electronics and appliances rental"
"7130","532220","formal wear and costumes rental"
"7130","532230","video tape and disc rental"
"7130","532291","home health equipment rental"
"7130","532292","recreational and sporting equipment rental and leasing "
"7130","532299","party supply rental and furniture rental"
"7130","532310","renting a range of commercial and household equipment including do-it-yourself equipment and lawn and garden equipment"
"7130","532420","rental of office furniture"
"7130","532490","institutional furniture rental and leasing"
"7210","541512","computer hardware consulting, hardware and software integration services"
"7221","511210","software publishing"
"7229","541511","custom computer programming and modification of packaged programs to fit a specific users needs"
"7229","541512","software consulting, integration of multiple software packages within users systems"
"7230","518210","data processing services, CPU time share services, hosting, scanning services, diskette certification services, using own equipment to process clients' data"
"7230","541513","managing the computer facilities of others (facilities on the client's premises)"
"7240","511140","machine readable directory and mailing list publishing (except on-line) "
"7240","516110","on-line directory, collection, and mailing list publishing"
"7240","518112","web search portals"
"7250","811212","repair and maintenance of office machines, computers, and computer peripheral devices"
"7290","541519","software installation services, computer disaster recovery services"
"7310","541710","R&D in agriculture, electronics, environmental, biology, botany, biotechnology, computers, chemistry, etc."
"7320","541720","R&D in cognitive development, sociology, psychology, language, behavior, economic, and other social sciences and humanities"
"7411","541110","legal services of lawyers"
"7411","541120","null set in US: legal activities carried out by notaries"
"7411","541191","preparation of deeds, research of real estate titles, real estate settlements"
"7411","541199","notaries, process serving, patent agent services, etc."
"7411","541990","arbitration and conciliation services not provided by lawyers or paralegals "
"7412","541211","accounting and auditing services"
"7412","541213","tax preparation"
"7412","541214","payroll services that also issue paychecks and prepare required tax filings"
"7412","541219","bookkeeping, and nonauditing accountants"
"7413","541910","market research and public opinion polling, including broadcast media rating services"
"7414","541611","financial and other general management consulting "
"7414","541612","human resource consulting"
"7414","541613","marketing management consulting"
"7414","541614","production management consulting, manufacturing management consulting services, productivity improvement consulting services"
"7414","541618","telecommunications consulting, utility management consulting, etc."
"7414","541690","agricultural consulting, economic consulting, workplace safety consultants, etc."
"7414","541820","public relations agencies"
"7414","551112","holding companies (except financial holding companies)"
"7414","551114","auxiliary management offices for multi-location enterprises"
"7414","611710","testing development services"
"7421","213112","oil and gas exploration on a contract or fee basis (except geophysical)"
"7421","213113","coal exploration (except geophysical) on a contract or fee basis"
"7421","213114","metals exploration (except geophysical) on a contract or fee basis"
"7421","213115","other nonmetallic mineral exploration (except geophysical) on a contract or fee basis"
"7421","541310","architectural services and consulting"
"7421","541320","landscape architecture, urban planning, land use planning, ski area planning, and similar"
"7421","541330","design of production lines, engineering services and project management services for technical projects other than construction"
"7421","541340","drafting services"
"7421","541350","building inspection services, during or after construction"
"7421","541360","geophysical surveying and mapping"
"7421","541370","surveying and mapping except geophysical"
"7421","541420","industrial design of tools, seating, automobiles, packaging, and similar. This link does not include fashion design, jewelry design or other purely aesthetic design activities."
"7421","541620","environmental consulting services"
"7421","541690","other miscellaneous scientific and technical consulting services"
"7421","541990","weather forecasting, meteorological services"
"7422","541380","physical, chemical and analytical testing"
"7422","811198","automobile emissions inspection services and safety inspection services"
"7430","541810","advertising agencies"
"7430","541830","media buying agencies purchasing advertising space from media outlets and reselling it to individual companies"
"7430","541840","sale of time and space for various media soliciting agencies"
"7430","541850","outdoor advertising services such as bill boards, transit cards, aerial advertising"
"7430","541860","direct mail advertising"
"7430","541870","distribution and delivery material or samples"
"7430","541890","window displays, showroom displays, advertising specialty distribution services"
"7491","541612","executive search and placement services"
"7491","561310","personnel search, selection referral and placement"
"7491","561320","provision of temporary help"
"7491","561330","coemployment (PEO is the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues). The client is responsible for direction and supervision of employees."
"7492","541690","security consulting services"
"7492","541990","handwriting analysis services and expert services "
"7492","561611","private detective and investigation services, fingerprinting, polygraph services"
"7492","561612","security guards and patrol services"
"7492","561613","transport of valuables"
"7492","561621","remote controlled supervision, prequalification of alarms"
"7493","238220","boiler chipping, cleaning, and scaling "
"7493","488210","freight car cleaning services"
"7493","488320","ship hold cleaning services"
"7493","561710","extermination services "
"7493","561720","interior cleaning of all types of buildings interiors, interiors of transportation equipment, and windows"
"7493","561790","chimney cleaning, gutter and ventilation duct cleaning, swimming pool cleaning, lighting maintenance services"
"7493","811310","cleaning industrial machinery "
"7494","518210","microfilming services "
"7494","541921","portrait photography studios and event video taping services (e.g., wedding video photographers)"
"7494","541922","commercial photography, including photographers specializing in aerial photography and medical photography"
"7494","812921","film developing and photo printing laboratories"
"7494","812922","one-hour photo shops not part of camera stores"
"7495","325998","aerosol packaging"
"7495","561910","labeling, stamping, imprinting, gift wrapping, parcel packing, blister packing"
"7499","323114","quick printing combined with photocopy services"
"7499","512230","administration of music copyrights for others"
"7499","512290","audio recording of conferences and seminars  "
"7499","519190","telephone based information services, information search services on a contract or fee basis, news clipping services, press clipping services"
"7499","541410","interior design services"
"7499","541420","simple furniture design "
"7499","541430","graphic design services"
"7499","541490","fashion design, textile design, jewelry design, and similar aesthetic design services"
"7499","541860","mailing services on a contract or fee basis (letter shop services)"
"7499","541890","merchandise demonstrations, mannequin decorating"
"7499","541930","translation and interpretation services"
"7499","541990","referees in bankruptcy, non-real estate appraisal activities, commodity inspection services, visual inspection of power lines, pipelines, and similar inspection services not associated with transportation"
"7499","561110","providing a range of services to run the day-to-day office administrative operations (goes beyond basic secretarial services to include bookkeeping, etc.)"
"7499","561410","typing, stenographic services (except court), transcription, editing, other secretarial services"
"7499","561421","telephone answering and message forwarding services for clients"
"7499","561422","telemarketing bureaus and call centers"
"7499","561431","private mail centers providing mailing service, mailbox rental, and other office services, such as fax service and photocopying"
"7499","561439","blueprinting, photocopying, multigraphing"
"7499","561440","bill collecting"
"7499","561450","credit rating, credit investigation, credit reporting"
"7499","561491","automobile repossession services"
"7499","561492","stenography services (court and public)"
"7499","561499","mail presorting services, fund raising campaigns on a contract or fee basis"
"7499","561920","fair, exhibition and congress organizers"
"7499","561990","parking meter coin collection services, independent auctioneers, stamp trading, various miscellaneous business services, bartering services, diving services, etc."
"7499","611710","educational support services, such as educational consultants, exchange student programs, and other specialized educational support services"
"7499","711410","representation of artists, athletes, entertainers, and other public figures"
"7499","711510","costume designers"
"7511","561440","tax collection on a contract or fee basis"
"7511","921110","offices of presidents, governors, mayors, executive advisory commissions"
"7511","921120","legislative bodies, state, federal, local"
"7511","921130","budgeting, customs, tax, etc."
"7511","921140","executive and legislative offices, combined"
"7511","921150","tribal governments (does not include commercial activities by these groups)"
"7511","922190","justice statistics centers"
"7511","923110","education statistics centers"
"7511","923120","health statistics centers"
"7511","926110","general government statistics centers"
"7511","927110","administration of space programs and administration of space program research and development funds"
"7512","923110","administration of education programs"
"7512","923120","administration of public health programs"
"7512","923130","administration of human resource programs"
"7512","923140","administration of veterans' affairs programs, veterans' benefit program administration"
"7512","924110","water and solid waste program administration"
"7512","924120","community recreation program administration, fish and game commissions, erosion control programs, etc."
"7512","925110","administration of housing programs"
"7512","926110","administration of art and cultural programs"
"7513","561990","vehicle license issuing on a contract or fee basis"
"7513","924120","conservation and stabilization program administration"
"7513","925120","administration of community development programs, urban planning, zoning, and similar"
"7513","926110","small business administrations, tourism development offices, and similar"
"7513","926120","administration of transportation programs"
"7513","926130","regulation and administration of utilities (except water and sewer programs)"
"7513","926140","regulation and administration of agricultural programs"
"7513","926150","regulation of insurance, banking, alcoholic beverages, building inspections, labor and occupational standards, and similar"
"7514","519120","government archive (operating)"
"7514","531312","management of government buildings "
"7514","921190","civil service commissions, supply agencies, election boards, public property management programs"
"7521","624230","international disaster or conflict refugee services"
"7521","926110","foreign cultural activities"
"7521","928110","foreign military aid"
"7521","928120","international affairs"
"7522","922190","civil defense activities"
"7522","928110","activities of the military directly related to national defense (including administration of the military)"
"7523","541380","police laboratories "
"7523","561210","private contract operation of prisons"
"7523","561990","commercial fire fighting"
"7523","921150","tribal courts and police"
"7523","922110","courts"
"7523","922120","civilian police protection"
"7523","922130","prosecutors' offices"
"7523","922140","government operation of prisons"
"7523","922150","government parole and probation offices"
"7523","922160","government fire fighting"
"7523","922190","disaster preparedness offices, emergency planning and management offices, and similar"
"7523","924120","fishery inspection and protection"
"7523","926120","coast guard activities (except academy)"
"7523","928110","military courts, military police, coast guard, and similar"
"7523","928120","immigration and border police"
"7530","923130","social security, workers compensation, unemployment insurance, and similar social welfare programs"
"8010","611110","preschool, kindergarten, elementary schools, and associated school boards"
"8021","611110","junior high school, high school, and associated school boards"
"8022","611110","technical and vocational high schools"
"8030","611210","post secondary education not leading to a university degree"
"8030","611310","post secondary education leading to a university degree"
"8090","611410","business and secretarial training not leading to a secondary school or university degree"
"8090","611420","computer training (except computer repair) not leading to a secondary school or university degree - programming, operation, network training, etc."
"8090","611430","short duration courses and seminars in management and professional development"
"8090","611511","beauty and barber schools"
"8090","611512","type rating (certificate for 747, 757, etc.), flight training schools"
"8090","611513","apprenticeship training program often including course work and practical application"
"8090","611519","bus, truck, chauffeur training; marine navigation schools, bartending, broadcasting, computer repair, modeling, real estate, heavy equipment operation instruction, and other technical and trade training"
"8090","611610","training in drama, music, artistic painting, photography, and similar fine arts not leading to a secondary school or university degree"
"8090","611630","language schools and training in second languages (including sign language) not leading to a secondary or university degree"
"8090","611691","training in preparation for standardized tests or exams"
"8090","611692","drivers education and driver training"
